,Unnamed: 0,ACIDS,ADDITIONAL INFORMATION,ALCOHOL,BEER TYPE,BITTERNESS,CATEGORY,CHARACTERISTICS,CLOSURE,COUNTRY,DEPOSIT,ENERGY,GRAPE,ICONS,MORE INFORMATION,NAME,PACKAGING,PRICE / LITRE,PRODUCER,PRODUCT NUMBER,REGION1,REGION2,SELECTION,SUGAR,SUPPLIER,TASTE PROFILE,VOLUME,WORT STRENGTH
0,0,,,12.0%,,,Sparkling wine & champagne,Generous & toasty,natural cork,Spain,,70.0 Kcal / 100ml,,"meditation beverage,fatty fish,blini,sushi,organic",,Turó d'En Mota de Recaredo Cava Brut Nature 2005,bottle,199.4 EUR,Recaredo Mata Casanovas,592707,,DO Cava,limited quantity product,,Arcus Finland,"brut,very acidic,grapefruity,cinnamon-apple notes,mineral notes,minerally,spicy,nuanced,elegant",0.75,
1,0,5.1 g/l,,12.5%,,,Sparkling wine & champagne,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,Pinot Noir,"meditation beverage,seafood,fatty fish,game birds",Sold in gift packaging,Dom Pérignon Rosé Champagne Brut 2005,bottle,498.47 EUR,Moët & Chandon,561887,Champagne,AC Champagne,limited quantity product,5.0 g/l,Moet Hennessy Suomi,"brut,acidic,citrus notes,raspberry notes,hint of arctic bramble,mineral notes,minerally,brioche notes,balanced,elegant",0.75,
2,0,6.7 g/l,,11.5%,,,White wine,Crisp & fruity,metal screw cap,Germany,0.1 €,70.0 Kcal / 100ml,Riesling,"seafood,blini,lean fish,salads, vegetarian food,metal screw cap",,Villa Huesgen by the glass Riesling 2018,bottle,17.99 EUR,Huesgen,931747,Mosel,Qualitätswein Mosel,general selection,3.0 g/l,Astra Wines,"dry,acidic,green apple notes,whitecurrant notes,citrus notes,light sorrel notes,flowery,minerally",0.75,
3,0,,,42.0%,,,Liqueur & bitter,Herbal liquers,metal screw cap,Germany,,300.0 Kcal / 100ml,,metal screw cap,,Killepitsch,bottle,42.59 EUR,Likörfabrik Peter Busch,913717,,,sale-to-order selection,180.0 g/l,Craft & Cask,"brownish-black,herbal notes,spicy",0.7,
4,0,,,46.3%,,,Gin and other spirits,Gin,other closure,Finland,,250.0 Kcal / 100ml,,organic,,Kalevala Small Batch Distilled Gin,bottle,67.6 EUR,Kalevala Distillery,939886,,,sale-to-order selection,,Northern Lights Spirits Oy,"colourless,dry,soft,smooth,gin flavour,juniper berry notes,spicy",0.5,
5,0,5.1 g/l,,13.0%,,,Red wine,Robust & powerful,natural cork,France,,70.0 Kcal / 100ml,"Cabernet Sauvignon,Merlot","meditation beverage,beef,casseroles,grilled food",A wooden transport packaging,Marojallia 2012,bottle,103.07 EUR,Domaines Philippe Porcheron,404647,Bordeaux,AC Margaux,limited quantity product,,Duclot Export,"extra full-bodied,very tannic,boysenberry notes,blueberry notes,dark cherry notes,pencil lead notes,oak notes,long",0.75,
6,0,,Mild alcoholic beverage,21.0%,,,Liqueur & bitter,,plastic closure,Finland,0.2 €,200.0 Kcal / 100ml,,,,Lignell's Cafe Cognac Liqueur plastic bottle,plastic bottle,29.38 EUR,Lignell & Piispanen,223866,,,general selection,200.0 g/l,Lignell & Piispanen,"mahogany-brown,medium full bodied,mocha notes,cognac notes",0.5,
7,0,4.2 g/l,,11.0%,,,Rosé wine,Dry,crown cap,Greece,,60.0 Kcal / 100ml,"Merlot,Syrah,Grenache Noir,Roditis,Savatiano","salads, vegetarian food,party wine,tapas and antipasti,lean fish",,Malamatina Retsina Dry Rose,bottle,12.92 EUR,E. Malamatinas & Son,918874,,Traditional Appellation Retsina,sale-to-order selection,4.0 g/l,E. Gavrielides,"dry,medium acidic,red berry notes,dark cranberry notes,herbal notes",0.5,
8,0,,,10.0%,"stout & porter
(imperial stout)",49.0 EBU,Beer,Stout & porter,crown cap,Finland,0.1 €,80.0 Kcal / 100ml,,"meditation beverage,sweet desserts,chocolate desserts,game",,Mufloni Kauramoottori Imperial Oatmeal Stout,bottle,14.48 EUR,Panimoravintola Beer Hunter's,723924,,,general selection,,Diamond Beer B.C.,"black-brown,extra full-bodied,strongly hopped,toasted malt notes,ripe plum notes,chocolaty,mocha notes,hint of liquorice",0.33,22.6 °P
9,0,,,38.0%,,,Vodka & spirit,Spirit,plastic closure,Finland,0.2 €,220.0 Kcal / 100ml,,,,Puolustuslaitos Leikattua plastic bottle,plastic bottle,32.56 EUR,Puolustuslaitos Beverages,918414,,,sale-to-order selection,9.0 g/l,Beverage Partners Finland,"mahogany-brown,dryish,warm,nuanced,spicy",0.5,
10,0,5.3 g/l,,13.0%,,,Red wine,Luscious & jammy,natural cork,France,,80.0 Kcal / 100ml,Merlot,"grilled food,mushrooms,pasta and pizza,chicken, turkey,organic,lighter glass bottle",,Terroirs Vivants Merlot Organic 2017,bottle,15.87 EUR,Terroirs Vivants,913887,Others,Vin de France,general selection,6.0 g/l,Red Bev,"full-bodied,medium tannic,strawberry notes,blueberry notes,currant notes,light vanilla notes,pepper notes",0.75,
11,0,,,20.0%,,,Dessert wine & other fortified wines,Port wine,natural cork,Portugal,,160.0 Kcal / 100ml,,"sweet desserts,chocolate desserts,strong cheeses,mild cheeses",,Dalva Golden White Port 1989,bottle,378.3 EUR,Dalva,918971,,White Port,sale-to-order selection,110.0 g/l,Muru Wines Oy,"amber-brown,sweet,dried fruits",0.5,
12,0,5.5 g/l,,13.0%,,,Red wine,Luscious & jammy,metal screw cap,Portugal,0.1 €,80.0 Kcal / 100ml,"Castelão,Tinta Miúda","pork,chicken, turkey,grilled food,spicy and meaty sausages,metal screw cap",,Dom Dinis Reserva Tinto 2015,bottle,14.4 EUR,Caves Vidical,5434,,Vinho Regional Tejo,general selection,7.0 g/l,Arvid Nordquist Hab (Suomi),"medium-bodied,medium tannic,dark cherry notes,cranberry jam notes,ripe plum notes,liquorice notes",0.75,
13,0,,,43.7%,,,Gin and other spirits,Gin,natural cork,Finland,0.1 €,240.0 Kcal / 100ml,,,,Ägräs Abloom Gin,bottle,97.78 EUR,Ägräs Distillery,100066,,,general selection,,Quantum Beverages,"colourless,dry,warm,wildflower notes,juniper berry notes,citrus notes,cucumber peel notes",0.5,
14,0,6.4 g/l,,13.0%,,,White wine,Generous & toasty,metal screw cap,Australia,0.1 €,70.0 Kcal / 100ml,Chardonnay,"pork,grilled food,fatty fish,mutton, lamb,metal screw cap,lighter glass bottle",,Alkoomi Black Label Chardonnay 2016,bottle,30.56 EUR,Alkoomi Wines,593127,Western Australia,Frankland River,general selection,,Concealed Wines,"dry,acidic,yellow plum notes,apricot notes,creamy,toasted,roasted,baked,oak notes,long",0.75,
15,0,,,46.0%,,,Whisky,Nuanced & structured,natural cork,Scotland,,250.0 Kcal / 100ml,,,Sold in gift packaging,Springbank 18 Year Old Single Malt,bottle,214.09 EUR,J. & A. Mitchell,936397,,,sale-to-order selection,,Brew Seeker,"full-bodied,golden brown,amber,smoky notes,fruity,spicy",0.7,
16,0,5.9 g/l,,14.5%,,,Red wine,Luscious & jammy,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,"Negroamaro,Malvasia Nera","grilled food,mutton, lamb,casseroles,strong cheeses",Sold in gift packaging. Sold in gift packaging,Masseria Borgo dei Trulli 2014,bottle,19.85 EUR,Masseria Borgo dei Trulli,940845,Apulia,DOP Salice Salentino Riserva,sale-to-order selection,9.0 g/l,Quantum Beverages,"medium-bodied,medium tannic,blackberry notes,spicy,blackcurrant notes",0.75,
17,0,5.6 g/l,,13.5%,,,Red wine,Luscious & jammy,natural cork,Italy,,80.0 Kcal / 100ml,"Sangiovese,Merlot,Cabernet Sauvignon","spicy and meaty sausages,pork,pasta and pizza,strong cheeses",,Menicucci Governo All'Uso Toscano 2014,bottle,28.39 EUR,Menicucci,924377,Tuscany,IGT Toscana,sale-to-order selection,13.0 g/l,Citera Oy/Finn-Glera,"full-bodied,medium tannic,berry notes,vanilla notes,blackberry jam notes",0.75,
18,0,6.1 g/l,,14.5%,,,Red wine,Nuanced & developed,synthetic cork,South Africa,0.1 €,80.0 Kcal / 100ml,Petit Verdot,"mutton, lamb,beef,strong cheeses,game,synthetic cork",,KWV Classic Collection Petit Verdot 2015,bottle,15.72 EUR,KWV,926837,Coastal Region,,sale-to-order selection,3.0 g/l,Arvid Nordquist Finland,"full-bodied,tannic,dark cherry notes,ripe plum notes,cranberry notes",0.75,
19,0,,,5.5%,,,Mixed drinks,Flavoured and other,crown cap,Finland,0.1 €,60.0 Kcal / 100ml,,,,Vakka-Suomen Kieltolaki Kova Tee,bottle,11.94 EUR,Vakka-Suomen Panimo,901374,,,sale-to-order selection,60.0 g/l,Vakka-Suomen Panimo,"amber-brown,sweetish,citrus notes,ginger notes",0.33,
20,0,4.6 g/l,,14.0%,,,Red wine,Nuanced & developed,,France,,80.0 Kcal / 100ml,"Syrah,Mourvèdre,Grenache Noir","grilled food,beef,mutton, lamb",,Ogier Artesis Rouge bag-in-box,bag-in-box,14.33 EUR,Ogier,924628,Rhône,AC Côtes du Rhône,sale-to-order selection,1.0 g/l,Wennerco,"full-bodied,tannic,fig notes,ripe plum notes,leather notes",3.0,
21,0,,,5.5%,,,Mixed drinks,Grapefruity,can,Finland,0.9 €,60.0 Kcal / 100ml,,,,A. Le Coq Gin Long Drink 6-pack can,can,6.22 EUR,Olvi,735318,,,general selection,65.0 g/l,Olvi,"grey,cloudy,sweet,grapefruit aroma,lime notes,slight gin flavour",1.98,
22,0,6.7 g/l,,12.5%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,Pinot Meunier,"aperitif,berries and fruits,sushi",,Salmon Meunier Rosé Champagne Brut,bottle,73.33 EUR,Champagne Salmon,942013,Champagne,AC Champagne,sale-to-order selection,6.0 g/l,Nordalco,"brut,acidic,mineral notes,minerally,multi-dimensional,long",0.75,
23,0,,,40.0%,,,Whisky,Nuanced & structured,synthetic cork,Scotland,0.1 €,220.0 Kcal / 100ml,,synthetic cork,Sold in gift packaging,Islay Mist 12 Years Old,bottle,56.93 EUR,MacDuff International,153017,,,general selection,,Bpf-Beverage Partners Finland,"full-bodied,golden brown,amber,smoky notes,ripe apricot notes,cream toffee notes,hint of nut,spicy,oak notes",0.7,
24,0,,,14.0%,,,Red wine,Robust & powerful,natural cork,France,,80.0 Kcal / 100ml,"Merlot,Cabernet Franc","mutton, lamb,game birds,game,strong cheeses",A wooden transport packaging,Les Astéries 2011,bottle,156.13 EUR,Château Teyssier,446027,Bordeaux,AC Saint-Émilion Grand Cru,limited quantity product,,Alpha Beverages,"extra full-bodied,very tannic,boysenberry notes,dark plum notes,blueberry notes,spicy,oak notes,robust,strong,heavy,long",0.75,
25,0,,,40.0%,,,Whisky,Light & grainy notes,plastic closure,Canada,0.2 €,220.0 Kcal / 100ml,,,,Lord Calvert plastic bottle,plastic bottle,31.41 EUR,Altia,163747,,,general selection,,Altia,"light-bodied,golden-yellow,grainy notes,fruity,toffee notes",0.7,
26,0,5.8 g/l,,11.5%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,Spain,0.1 €,70.0 Kcal / 100ml,"Macabeo,Parellada,Xarel-lo","aperitif,party wine,tapas and antipasti,savoury snacks,organic",,Gran Barón Bio Cava Brut,bottle,15.85 EUR,Masia Vallformosa,918675,,DO Cava,sale-to-order selection,11.0 g/l,Wineworld Finland,"brut,acidic,fruity,apricot notes,toasted,roasted,baked",0.75,
27,0,,,5.5%,"lager
(lager)",42.0 EBU,Beer,Lager,crown cap,Finland,,50.0 Kcal / 100ml,,"grilled food,meditation beverage,pork,spicy and meaty sausages",,Kiiski Vastaranta Savulager,bottle,10.96 EUR,Panimo Kiiski,936416,,,sale-to-order selection,,Panimo Kiiski,"golden-yellow,medium-bodied,with a rich head,strongly hopped,malty,smoky notes",0.5,13.0 °P
28,0,,,27.0%,,,Liqueur & bitter,Berry liqueurs,metal screw cap,Finland,,340.0 Kcal / 100ml,,metal screw cap,,Lignell & Piispanen Lakka plastic bottle,plastic bottle,60.0 EUR,Lignell & Piispanen,122111,,,general selection,460.0 g/l,Lignell & Piispanen,"golden-yellow,full-bodied,cloudberry notes",0.05,
29,0,5.6 g/l,,14.0%,,,Red wine,Nuanced & developed,natural cork,South Africa,,80.0 Kcal / 100ml,"Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot","grilled food,strong cheeses",,Meerlust Rubicon 2015,bottle,46.67 EUR,Meerlust Estate,902997,Coastal Region,WO Stellenbosch,sale-to-order selection,3.0 g/l,Vinunic Oy,"full-bodied,tannic,ripe plum notes,blackcurrant notes,chocolaty",0.75,
30,0,5.9 g/l,,13.0%,,,White wine,Mellow & sweet,natural cork,France,,80.0 Kcal / 100ml,Gewürztraminer,"oriental food,strong cheeses,aperitif,party wine,organic",,Joseph Scharsch Gewurztraminer 2017,bottle,31.21 EUR,Domaine Joseph Scharsch,903487,Alsace,AC Alsace,sale-to-order selection,19.0 g/l,Carelia Wines,"medium sweet,slightly acidic,lychee notes,spicy,rose notes",0.75,
31,0,5.6 g/l,,13.0%,,,Red wine,Berried & fresh,metal screw cap,Australia,,70.0 Kcal / 100ml,Pinot Noir,"game birds,fatty fish,pork,mutton, lamb,metal screw cap",,Hardy's Eileen Hardy Pinot Noir 2014,bottle,119.87 EUR,Thomas Hardy,443377,Tasmania,Tasmania,limited quantity product,1.0 g/l,Quantum Beverages,"medium-bodied,medium tannic,wild strawberry notes,blueberry jam notes,ripe cranberry notes,light violet notes,oak notes,elegant",0.75,
32,0,,,40.0%,,,Gin and other spirits,Aniseed distillates,natural cork,Greece,0.1 €,230.0 Kcal / 100ml,,,,Isidoros Arvanitis Ouzo Of Plomari,bottle,36.0 EUR,Isidoros Arvanitis,911927,,,sale-to-order selection,20.0 g/l,E. Gavrielides Oy,"colourless,medium-sweet,warm,anise notes",0.7,
33,0,5.8 g/l,Contains sweeteners,0.0%,,,Non-alcoholic,Sparkling wine,natural cork,Spain,0.1 €,,,suitable for vegans,,Night Orient Spritz,bottle,8.51 EUR,Night Orient,590837,,,general selection,,Global Wine Agency,"orange-red,sweet,acidic,orangey,citrus notes,bitter notes",0.75,
34,0,5.3 g/l,,15.0%,,,Red wine,Luscious & jammy,natural cork,Spain,0.1 €,80.0 Kcal / 100ml,Monastrell,"grilled food,spicy and meaty sausages,mild cheeses,beef",Sold in gift packaging,Creencia Con Juventud Monastrell 2016,bottle,21.17 EUR,Hammeken Cellars,927873,Murcia,DO Jumilla,sale-to-order selection,1.0 g/l,Winestate,"full-bodied,tannic,dark cherry notes,fig notes,herbal notes",0.75,
35,0,5.3 g/l,,13.0%,,,White wine,Nuanced & structured,glass stopper,Italy,,70.0 Kcal / 100ml,"Rondinella Bianca,Gold Traminer,Kerner,Incrocio Manzoni","salads, vegetarian food,seafood,lean fish",,Zyme Il Bianco From Black to White 2016,bottle,36.01 EUR,Azienda Agricola Zyme Di Celestino Gaspari,907407,The Veneto,IGT Veneto,sale-to-order selection,2.0 g/l,Tampereen Viinitukku,"dry,acidic,grapefruity,yellow apple notes,spicy",0.75,
36,0,5.0 g/l,,14.0%,,,Red wine,Luscious & jammy,metal screw cap,Portugal,0.1 €,80.0 Kcal / 100ml,"Touriga Nacional,Cabernet Sauvignon","beef,pork,grilled food,spicy and meaty sausages,metal screw cap",,Cigarra Gran Passo Touriga Nacional Cabernet Sauvignon 2016,bottle,17.17 EUR,Casa Santos Lima,935437,,Vinho Regional Lisboa,general selection,6.0 g/l,Cisa Drinks,"full-bodied,medium tannic,ripe plum notes,blackberry notes,cherry notes,light mocha notes,herbal notes",0.75,
37,0,5.0 g/l,,14.0%,,,Red wine,Luscious & jammy,metal screw cap,Portugal,0.1 €,80.0 Kcal / 100ml,"Touriga Nacional,Cabernet Sauvignon","beef,pork,grilled food,spicy and meaty sausages,metal screw cap",,Cigarra Gran Passo Touriga Nacional Cabernet Sauvignon 2016,bottle,17.17 EUR,Casa Santos Lima,935437,,Vinho Regional Lisboa,general selection,6.0 g/l,Cisa Drinks,"full-bodied,medium tannic,ripe plum notes,blackberry notes,cherry notes,light mocha notes,herbal notes",0.75,
38,0,6.2 g/l,,11.0%,,,Sparkling wine & champagne,Crisp & fruity,metal screw cap,Australia,0.1 €,70.0 Kcal / 100ml,"Chardonnay,Pinot Noir","party wine,salads, vegetarian food,fatty fish,savoury snacks,metal screw cap",,De Bortoli DB Sparkling Brut,bottle,15.19 EUR,De Bortoli Wines,511387,,South Eastern Australia,general selection,9.0 g/l,Bornicon & Salming,"brut,acidic,ripe lemon notes,light peach notes,green apple notes,hint of mineral,spicy",0.75,
39,0,5.5 g/l,,13.0%,,,Red wine,Nuanced & developed,natural cork,Spain,0.1 €,70.0 Kcal / 100ml,Tempranillo,"tapas and antipasti,mutton, lamb,casseroles,strong cheeses",,Viña Albali Gran Reserva 2011,bottle,15.85 EUR,Félix Solís,5153,Valdepeñas,DO Valdepeñas,general selection,,Servaali,"medium-bodied,tannic,sour cherry,fig notes,light black olive notes,milk chocolate notes,vanilla notes",0.75,
40,0,,Mild alcoholic beverage,21.0%,,,Liqueur & bitter,Salmiac liqueurs,plastic closure,Finland,0.2 €,230.0 Kcal / 100ml,,,,Silver Toffee plastic bottle,plastic bottle,19.44 EUR,Pramia,291416,,,general selection,260.0 g/l,Pramia,"nut-brown,medium full bodied,liquorice notes,hint of toffee",0.5,
41,0,,Mild alcoholic beverage,21.0%,,,Liqueur & bitter,Salmiac liqueurs,plastic closure,Finland,0.2 €,230.0 Kcal / 100ml,,,,Silver Toffee plastic bottle,plastic bottle,19.44 EUR,Pramia,291416,,,general selection,260.0 g/l,Pramia,"nut-brown,medium full bodied,liquorice notes,hint of toffee",0.5,
42,0,,,44.3%,,,Gin and other spirits,Gin,other closure,Estonia,,250.0 Kcal / 100ml,,,,Crafter's Aromatic Flower Gin,bottle,65.64 EUR,Liviko AS,951037,,,sale-to-order selection,20.0 g/l,Arcus Finland,"yellowish,sweetish,soft,smooth,juniper berry notes,citrus notes,flowery",0.7,
43,0,4.4 g/l,,12.0%,,,White wine,Mellow & sweet,,Spain,,80.0 Kcal / 100ml,"Verdejo,Muscat","party wine,oriental food,hot food,chicken, turkey,organic",,Quomo Organic 2018 bag-in-box,bag-in-box,10.0 EUR,Señorío del Júcar,546418,Others,Vino de la Tierra de Castilla,general selection,25.0 g/l,Quantum Beverages,"medium sweet,medium acidic,ripe peach notes,lychee notes,green pear notes,slightly flowery",3.0,
44,0,0.0 g/l,,15.0%,,,Dessert wine & other fortified wines,Saké,metal screw cap,Japan,,90.0 Kcal / 100ml,,"salads, vegetarian food,sushi,clams, mussels, scallops and oysters,lean fish,metal screw cap",,Junmai Ginjo Tatsumigura,bottle,39.83 EUR,Homare Sake Brewery,694094,,,general selection,19.0 g/l,Jf Trading,"dry,cantaloupe melon notes,apricot notes,fennel notes,hint of liquorice root,slightly flowery",0.3,
45,0,6.7 g/l,,12.5%,,,White wine,Nuanced & structured,metal screw cap,Austria,0.1 €,70.0 Kcal / 100ml,Riesling,"sushi,lean fish,blini,aperitif,metal screw cap,local eco certificate",,Steininger Riesling 2018,bottle,18.4 EUR,Steininger,521987,Niederösterreich,DAC Kamptal,general selection,4.0 g/l,Arvid Nordquist Hab (Suomi),"dry,acidic,citrus notes,greencurrant notes,light pear notes,minerally,hint of herb",0.75,
46,0,,,9.5%,"stout & porter
(imperial stout)",37.0 EBU,Beer,Stout & porter,crown cap,Finland,,90.0 Kcal / 100ml,,"sweet desserts,chocolate desserts,meditation beverage,strong cheeses",,Mallassepät Sysi Imperial Stout,bottle,18.06 EUR,Mallassepät,913163,,,sale-to-order selection,,Mallassepät Oy,"black,full-bodied,medium hopped,black,medium full bodied,medium hopped,coffee notes,dark chocolate notes,toasted,roasted,baked",0.33,23.8 °P
47,0,,,6.4%,"speciality
(saison)",38.0 EBU,Beer,Speciality,crown cap,Belgium,,50.0 Kcal / 100ml,,"grilled food,chicken, turkey,meditation beverage,party wine",,Bocq Saison 1858,bottle,13.33 EUR,Brasserie du Bocq,938962,,,sale-to-order selection,,Uniq Drinks Finland,"caramel-brown,medium-bodied,cloudy,medium hopped,caramel-brown,cloudy,medium full bodied,medium hopped,aromatic,malty,citrus notes",0.33,14.6 °P
48,0,4.2 g/l,,13.0%,,,White wine,Crisp & fruity,natural cork,France,0.1 €,70.0 Kcal / 100ml,Viognier,"chicken, turkey,fatty fish,pork,salads, vegetarian food,organic,biodynamic",,Chapoutier Domaine des Granges de Mirabel Viognier 2016,bottle,24.51 EUR,Chapoutier,543247,Rhône,IGP Ardèche,general selection,1.0 g/l,Vinetum,"dry,acidic,honey melon notes,light rhubarb notes,flowery,herbal notes",0.75,
49,0,7.3 g/l,,12.5%,,,White wine,Nuanced & structured,metal screw cap,Germany,,70.0 Kcal / 100ml,Riesling,"oriental food,chicken, turkey,fatty fish,sushi,metal screw cap,local eco certificate",,Künstler Hochheimer Herrnberg Riesling Trocken 2016,bottle,33.76 EUR,Weingut Künstler,924527,Rheingau,,sale-to-order selection,7.0 g/l,Peraco,"dry,very acidic,citrus notes,fruity,mineral notes,minerally",0.75,
50,0,5.6 g/l,,13.5%,,,White wine,Nuanced & structured,natural cork,France,,80.0 Kcal / 100ml,Chardonnay,"meditation beverage,game birds,seafood,lean fish",,Louis Latour Puligny-Montrachet 1er Cru Hameau de Blagny 2014,bottle,95.09 EUR,Louis Latour,559677,Burgundy,AC Puligny-Montrachet 1er Cru,general selection,,Tampereen Viinitukku,"dry,acidic,citrus notes,yellow plum notes,notes of cream filled pastry,mineral notes,minerally,light oak notes,elegant",0.75,
51,0,,Gluten-free,8.5%,"strong lager
(strong lager)",32.0 EBU,Beer,Strong lager,can,Finland,0.15 €,70.0 Kcal / 100ml,,"pork,casseroles,grilled food,mild sausages",,Laitilan Kukko Tuima can,can,7.58 EUR,Laitilan Wirvoitusjuomatehdas,739926,,,general selection,,Laitila,"amber-yellow,full-bodied,medium hopped,honey and malt notes,shortbread notes,sweet fruit notes,ripe citrus notes,balanced",0.5,19.0 °P
52,0,,,40.0%,,,Cognacs,Other cognacs,other closure,France,0.1 €,230.0 Kcal / 100ml,,,,Meukow Suomi 100 v,bottle,65.43 EUR,A.C. Meukow,125027,,AC Cognac Grande Champagne,general selection,10.0 g/l,Hartwall,"copper-brown,full-bodied,rather aged,warm,apricot jam notes,spicy,hint of herb,balanced",0.7,
53,0,5.0 g/l,,13.0%,,,Red wine,Luscious & jammy,natural cork,France,,70.0 Kcal / 100ml,,"beef,pork,casseroles,strong cheeses,organic",,Jaboulet Domaine de Thalabert Crozes Hermitage 2016,bottle,51.99 EUR,Paul Jaboulet Aîné,402287,Rhône,AC Crozes-Hermitage,limited quantity product,1.0 g/l,Bpf-Beverage Partners Finland,"full-bodied,tannic,dark cherry notes,ripe plum notes,boysenberry notes,dark chocolate notes,spicy,light oak notes",0.75,
54,0,4.9 g/l,,14.0%,,,White wine,Crisp & fruity,natural cork,China,,80.0 Kcal / 100ml,Cabernet Sauvignon,"meditation beverage,salads, vegetarian food,tapas and antipasti,buffet",,Moser XV Helan Mountain Cabernet Sauvignon Blanc de Noir,bottle,25.05 EUR,Château Changyu Moser XV,943975,,Troisième Vin Ningxia,sale-to-order selection,1.0 g/l,Bornicon & Salming,"dry,acidic,tropical fruit notes,peach notes,flowery",0.75,
55,0,,,8.5%,"strong lager
(strong lager)",17.0 EBU,Beer,Strong lager,can,Finland,0.9 €,70.0 Kcal / 100ml,,"grilled food,pork,beef,casseroles",,Olvi Tuplapukki 6-pack can,can,7.4 EUR,Olvi,792848,,,general selection,,Olvi,"light brown,full-bodied,medium hopped,malty,sweet fruit notes",3.0,17.7 °P
56,0,5.9 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,Italy,,70.0 Kcal / 100ml,"Garganega,Trebbiano Toscano,Tocai Friulano,Cortese","pasta and pizza,salads, vegetarian food,seafood,metal screw cap",,Monte Del Frá Custoza 2017,bottle,19.35 EUR,Monte Del Frá,949597,The Veneto,DOC Custoza,sale-to-order selection,5.0 g/l,Tampereen Viinitukku,"dry,acidic,honey melon notes,flowery,citrus notes",0.75,
57,0,5.9 g/l,,13.0%,,,White wine,Nuanced & structured,natural cork,Austria,0.1 €,70.0 Kcal / 100ml,,"lean fish,seafood,sushi,pork",,Gross Ratscher Morillon Startin 2015,bottle,26.69 EUR,Weingut Gross,536807,Others,Qualitätswein Südsteiermark,sale-to-order selection,1.0 g/l,Global Wine Agency,"dry,very acidic,grapefruity,green apple notes,currant leaf notes,light yellow plum notes,hint of green pepper,mineral notes,minerally",0.75,
58,0,10.9 g/l,,11.5%,,,Dessert wine & other fortified wines,Fruit- and aromatised wines,metal screw cap,Finland,0.1 €,90.0 Kcal / 100ml,,"party wine,savoury snacks,metal screw cap",,Hermannin Briegu,bottle,28.1 EUR,Hermannin Viinitila,664026,,,general selection,65.0 g/l,Hermannin Viinitila,"sweet,acidic,blackcurrant notes,berry notes,balanced",0.5,
59,0,6.2 g/l,,11.5%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,Spain,,70.0 Kcal / 100ml,"Macabeo,Parellada,Xarel-lo,Chardonnay","aperitif,salads, vegetarian food,savoury snacks,chicken, turkey",,Naveran Cava Vintage Brut 2016,bottle,22.01 EUR,Sadeve,930207,,DO Cava,sale-to-order selection,3.0 g/l,BBWines Oy,"brut,acidic,fruity,citrus notes,spicy",0.75,
60,0,,,47.0%,,,Rum,Dark rum,natural cork,Venezuela,,270.0 Kcal / 100ml,,,,Diplomático Ambassador,bottle,321.23 EUR,Destilerías Unidas,916717,,,sale-to-order selection,19.0 g/l,Handpicked Wines Finland Ab,"golden brown,amber,full-bodied,sweetish,soft,smooth,toasted,roasted,baked,sugar cane notes,dried fruits",0.7,
61,0,5.2 g/l,,12.5%,,,Red wine,Berried & fresh,metal screw cap,France,,70.0 Kcal / 100ml,Pinot Noir,"chicken, turkey,game birds,pork,mushrooms,metal screw cap",,Louis Jadot Couvent des Jacobins Pinot Noir 2016,bottle,27.32 EUR,Louis Jadot,909397,Burgundy,AC Bourgogne,general selection,,Norex Selected Brands,"medium-bodied,medium tannic,redcurrant notes,cranberry notes,arctic bramble notes,light flowery notes,hint of oak",0.75,
62,0,,,42.0%,,,Gin and other spirits,Gin,synthetic cork,Holland,,230.0 Kcal / 100ml,,synthetic cork,,Bobby’s Schiedam Dry Gin,bottle,83.36 EUR,Bobby's Gin Company,919388,,,sale-to-order selection,,Alcolux Oy,"colourless,dry,warm,juniper berry notes,fennel notes,coriander notes",0.7,
63,0,5.2 g/l,,13.0%,,,Red wine,Berried & fresh,metal screw cap,Italy,0.1 €,70.0 Kcal / 100ml,Montepulciano,"grilled food,beef,pasta and pizza,metal screw cap,organic,biodynamic,suitable for vegans",,Passione Natura Assoluto 2017,bottle,18.52 EUR,Passione Natura,925017,The Abruzzi,DOC Abruzzo,sale-to-order selection,,Servaali,"medium-bodied,low tannins,blackberry notes,cherry notes,berry notes",0.75,
64,0,,,40.0%,,,"Brandy, Armagnac & Calvados",Brandy,plastic closure,France,,230.0 Kcal / 100ml,,,Sold in gift packaging,Bardinet XO Grand Cru Wine Cask Finish,bottle,42.84 EUR,Bardinet,931412,,,sale-to-order selection,19.0 g/l,Norex Selected Brands,"mahogany-brown,full-bodied,rather aged,warm,fruity,spicy,cream toffee notes",0.7,
65,0,6.6 g/l,,12.0%,,,Sparkling wine & champagne,Smooth & light,natural cork,Italy,,70.0 Kcal / 100ml,"Pinot Blanc,Sauvignon Blanc,Malvasia","party wine,savoury snacks,salads, vegetarian food,tapas and antipasti",,It's Ceci Style Extra Dry,bottle,18.56 EUR,Cantine Ceci,903737,,,general selection,11.0 g/l,Norex Selected Brands,"dry,acidic,yellow apple notes,ripe apricot notes,lemon notes,spicy",0.75,
